date,stress_score,stress_level,n_indicators,Diesel_Sales_Prices,Truck_Spot_Rates,Containerships_Await,Freight_Transportati,Inventory_to_Sales_R
2020-01-05,0.6828314997104805,HIGH,3,,0.45222929936305734,,0.9583333333333334,0.7916666666666666
2020-01-12,0.6785589764862041,HIGH,4,0.7596153846153846,0.34810126582278483,,0.9583333333333334,0.7916666666666666
2020-01-19,0.6413467075945763,MEDIUM,4,0.5377358490566038,0.22641509433962265,,0.9583333333333334,0.7916666666666666
2020-01-26,0.5979262633348211,MEDIUM,4,0.2777777777777778,0.16875,,0.9583333333333334,0.7916666666666666
2020-02-02,0.5379072918950175,MEDIUM,4,0.2,0.15527950310559005,,1.0,0.7692307692307693
2020-02-09,0.4643246980477217,MEDIUM,4,0.0,0.15432098765432098,,1.0,0.7692307692307693
2020-02-16,0.41822815158356547,MEDIUM,4,0.0,0.16257668711656442,,1.0,0.7692307692307693
2020-02-23,0.3980593978377347,LOW,4,0.0,0.17682926829268292,,1.0,0.7692307692307693
2020-03-01,0.3995864034408273,LOW,4,0.0,0.23636363636363636,,1.0,1.0
2020-03-08,0.42752660084011096,MEDIUM,4,0.0,0.37349397590361444,,1.0,1.0
2020-03-15,0.46914934137838316,MEDIUM,4,0.0,0.5568862275449101,,1.0,1.0
2020-03-22,0.511259749390087,MEDIUM,4,0.0,0.5773809523809523,,1.0,1.0
2020-03-29,0.5260778639678169,MEDIUM,4,0.0,0.4260355029585799,,1.0,1.0
2020-04-05,0.5056302647474059,MEDIUM,4,0.0,0.11176470588235295,,1.0,1.0
2020-04-12,0.4634941422555474,MEDIUM,4,0.0,0.017543859649122806,,1.0,1.0
2020-04-19,0.41838625535078555,MEDIUM,4,0.0,0.0,,1.0,1.0
2020-04-26,0.38555382127752225,LOW,4,0.0,0.005780346820809248,,1.0,1.0
2020-05-03,0.3732077998948312,LOW,4,0.0,0.028735632183908046,,0.9375,0.9375
2020-05-10,0.371781382288315,LOW,4,0.0,0.07428571428571429,,0.9375,0.9375
2020-05-17,0.3761315243337695,LOW,4,0.0,0.13068181818181818,,0.9375,0.9375
2020-05-24,0.3865931586084503,LOW,4,0.0,0.21468926553672316,,0.9375,0.9375
2020-05-31,0.40891464723796506,MEDIUM,4,0.013888888888888888,0.300561797752809,,0.9375,0.9375
2020-06-07,0.40209869765033557,MEDIUM,4,0.00684931506849315,0.3463687150837989,,0.8823529411764706,0.38235294117647056
2020-06-14,0.404831005702037,MEDIUM,4,0.05405405405405406,0.4777777777777778,,0.8823529411764706,0.38235294117647056
2020-06-21,0.4121010772495951,MEDIUM,4,0.08,0.5939226519337016,,0.8823529411764706,0.38235294117647056
2020-06-28,0.42106785922027207,MEDIUM,4,0.09210526315789473,0.7032967032967034,,0.8823529411764706,0.38235294117647056
2020-07-05,0.43259850369293457,MEDIUM,4,0.1038961038961039,0.6557377049180327,,0.8333333333333334,0.0
2020-07-12,0.4368145659982312,MEDIUM,4,0.12179487179487179,0.7228260869565217,,0.8333333333333334,0.0
2020-07-19,0.43309896216460564,MEDIUM,4,0.13924050632911392,0.745945945945946,,0.8333333333333334,0.0
2020-07-26,0.42169063629466974,MEDIUM,4,0.1125,0.7956989247311828,,0.8333333333333334,0.0
2020-08-02,0.4364808368630777,MEDIUM,4,0.09876543209876543,0.8449197860962567,,0.8421052631578947,0.0
2020-08-09,0.44614237024354375,MEDIUM,4,0.08536585365853659,0.8776595744680851,,0.8421052631578947,0.0
2020-08-16,0.45790889707037424,MEDIUM,4,0.12048192771084337,0.91005291005291,,0.8421052631578947,0.0
2020-08-23,0.4710381320782568,MEDIUM,4,0.1130952380952381,0.9578947368421052,,0.8421052631578947,0.0
2020-08-30,0.48125559474862467,MEDIUM,4,0.10588235294117647,0.9685863874345549,,0.8421052631578947,0.0
2020-09-06,0.49765966294341923,MEDIUM,4,0.20930232558139536,0.9739583333333334,,0.8,0.025
2020-09-13,0.5059181833882367,MEDIUM,4,0.1724137931034483,0.9740932642487047,,0.8,0.025
2020-09-20,0.504173946279826,MEDIUM,4,0.07954545454545454,0.979381443298969,,0.8,0.025
2020-09-27,0.503298288623153,MEDIUM,4,0.07865168539325842,0.9948717948717949,,0.8,0.025
2020-10-04,0.49049660378376175,MEDIUM,4,0.03888888888888889,0.9897959183673469,,0.7619047619047619,0.047619047619047616
2020-10-11,0.4780594584462818,MEDIUM,4,0.02197802197802198,0.9746192893401016,,0.7619047619047619,0.047619047619047616
2020-10-18,0.4754580325768427,MEDIUM,4,0.06521739130434782,0.9696969696969697,,0.7619047619047619,0.047619047619047616
2020-10-25,0.47111613760318805,MEDIUM,4,0.03225806451612903,0.9949748743718593,,0.7619047619047619,0.047619047619047616
2020-11-01,0.46782501528304793,MEDIUM,4,0.0,0.995,,0.7272727272727273,0.06818181818181818
2020-11-08,0.467042671991033,MEDIUM,4,0.0,0.9950248756218906,,0.7272727272727273,0.06818181818181818
2020-11-15,0.4644692928678916,MEDIUM,4,0.010416666666666666,1.0,,0.7272727272727273,0.06818181818181818
2020-11-22,0.4846364753413404,MEDIUM,4,0.29381443298969073,1.0,,0.7272727272727273,0.06818181818181818
2020-11-29,0.508176985295322,MEDIUM,4,0.30612244897959184,0.9901960784313726,,0.7272727272727273,0.06818181818181818
2020-12-06,0.5204906982856501,MEDIUM,4,0.32323232323232326,0.9414634146341463,,0.6086956521739131,0.0
2020-12-13,0.5325548546331852,MEDIUM,4,0.34,0.9368932038834952,,0.6086956521739131,0.0
2020-12-20,0.5286928135868012,MEDIUM,4,0.3564356435643564,1.0,,0.6086956521739131,0.0
2020-12-27,0.5258939976671528,MEDIUM,4,0.37254901960784315,1.0,,0.6086956521739131,0.0
2021-01-03,0.5255048971637871,MEDIUM,4,0.3786407766990291,0.9712918660287081,,0.45833333333333337,0.0
2021-01-10,0.5194319826473376,MEDIUM,4,0.38461538461538464,0.9047619047619048,,0.45833333333333337,0.0
2021-01-17,0.5061604370470353,MEDIUM,4,0.4,0.8767772511848341,,0.45833333333333337,0.0
2021-01-24,0.49101211779829396,MEDIUM,4,0.4056603773584906,0.8632075471698113,,0.45833333333333337,0.0
2021-01-31,0.4849796692015073,MEDIUM,4,0.411214953271028,0.8615023474178404,,0.45833333333333337,0.0
2021-02-07,0.504983834001963,MEDIUM,4,0.42592592592592593,0.8785046728971962,,0.8,0.06
2021-02-14,0.5344221744865594,MEDIUM,4,0.43119266055045874,0.9813953488372092,,0.8,0.06
2021-02-21,0.5673946667043346,MEDIUM,4,0.45454545454545453,0.9953703703703703,,0.8,0.06
2021-02-28,0.6071464823177465,MEDIUM,4,0.5405405405405406,1.0,,0.8,0.06
2021-03-07,0.6353044358843977,MEDIUM,4,0.8392857142857143,0.9954128440366973,,0.5769230769230769,0.0
2021-03-14,0.6634218016334424,HIGH,4,0.9469026548672567,0.9954337899543378,,0.5769230769230769,0.0
2021-03-21,0.6931278970426629,HIGH,4,1.0,1.0,,0.5769230769230769,0.0
2021-03-28,0.7157539365437023,HIGH,4,1.0,1.0,,0.5769230769230769,0.0
2021-04-04,0.7170026933552508,HIGH,4,0.9568965517241379,0.9954954954954955,,0.40740740740740744,0.0
2021-04-11,0.7075519962104013,HIGH,4,0.9230769230769231,1.0,,0.40740740740740744,0.0
2021-04-18,0.6916610339476171,HIGH,4,0.8983050847457628,1.0,,0.40740740740740744,0.0
2021-04-25,0.6751803230735238,HIGH,4,0.8907563025210085,1.0,,0.40740740740740744,0.0
2021-05-02,0.677799123947982,HIGH,4,0.8875,1.0,,0.5357142857142857,0.03571428571428571
2021-05-09,0.6843949586688167,HIGH,4,0.9090909090909091,1.0,,0.5357142857142857,0.03571428571428571
2021-05-16,0.698576301527242,HIGH,4,0.9836065573770492,0.9978070175438597,,0.5357142857142857,0.03571428571428571
2021-05-23,0.7147994574562804,HIGH,4,1.0,1.0,,0.5357142857142857,0.03571428571428571
2021-05-30,0.7225694982171499,HIGH,4,1.0,0.9869565217391304,,0.5357142857142857,0.03571428571428571
2021-06-06,0.7319062462392427,HIGH,4,1.0,0.9783549783549783,,0.6379310344827587,0.017241379310344827
2021-06-13,0.7356000748611083,HIGH,4,1.0,0.978448275862069,,0.6379310344827587,0.017241379310344827
2021-06-20,0.7391902670427613,HIGH,4,1.0,0.9957081545064378,,0.6379310344827587,0.017241379310344827
2021-06-27,0.7441347813927291,HIGH,4,1.0,1.0,,0.6379310344827587,0.017241379310344827
2021-07-04,0.7515008950036841,HIGH,4,1.0,0.9957446808510638,,0.7,0.08333333333333333
2021-07-11,0.7578680140130354,HIGH,4,1.0,0.9830508474576272,,0.7,0.08333333333333333
2021-07-18,0.7615737267439804,HIGH,4,1.0,0.9662447257383966,,0.7,0.08333333333333333
2021-07-25,0.7649552194272605,HIGH,4,1.0,0.9663865546218487,,0.7,0.08333333333333333
2021-08-01,0.7714853990721307,HIGH,4,0.9924812030075187,0.9665271966527197,,0.8387096774193549,0.14516129032258066
2021-08-08,0.7791173053107401,HIGH,4,1.0,0.9604166666666667,,0.8387096774193549,0.14516129032258066
2021-08-15,0.7870100626523328,HIGH,4,0.9925925925925926,0.9543568464730291,,0.8387096774193549,0.14516129032258066
2021-08-22,0.796596095312531,HIGH,4,0.9852941176470589,0.9834710743801653,,0.8387096774193549,0.14516129032258066
2021-08-29,0.7954852737102936,HIGH,4,0.948905109489051,0.9958847736625515,,0.8387096774193549,0.14516129032258066
2021-09-05,0.7900034102195691,HIGH,4,0.9637681159420289,0.9918032786885246,,0.6875,0.1875
2021-09-12,0.7890446586796642,HIGH,4,1.0,1.0,,0.6875,0.1875
2021-09-19,0.7858235157253484,HIGH,4,0.9928571428571429,1.0,,0.6875,0.1875
2021-09-26,0.7850334794912261,HIGH,4,1.0,1.0,,0.6875,0.1875
